vgchartz_game,twitch_game,similarity_score,match_quality
Star Wars: The Force Unleashed,Strafe,98,Excellent
Max Payne 3,Max Payne 3,239,Poor
NBA Live 2002,Live,83,Fair
Madden NFL 06,,0,Poor
Phineas and Ferb,,0,Poor
Jak 3,,0,Poor
Forza Horizon 4,Forza Horizon 4,319,Poor
Rayman Raving Rabbids 2,Rayman,131,Poor
NCAA Football 06,,0,Poor
Gran Turismo Concept 2001 Tokyo,Tusmo,94,Good
2 Games in 1: Sonic Advance & ChuChu Rocket!,Sonic Advance,267,Poor
Jet Moto,,0,Poor
The Elder Scrolls V: Skyrim Special Edition,The Elder Scrolls V: Skyrim Special Edition,875,Poor
Watch Dogs,,0,Poor
BioShock Infinite,Bioshock Infinite,355,Poor
Sonic & Knuckles,,0,Poor
Namco Museum,,0,Poor
The Orange Box,TERA,74,Fair
Dragon Quest XI,,0,Poor
The Sims: Hot Date,,0,Poor
Crazy Taxi,,0,Poor
DDRMAX2: Dance Dance Revolution,DEVOTION,141,Poor
Sly 2: Band of Thieves,Slots,90,Good
NBA 2K11,,0,Poor
NFL GameDay 2000,,0,Poor
Sonic Advance 2,Sonic Advance 2,319,Poor
Guitar Hero: World Tour,,0,Poor
The Crew,,0,Poor
LEGO Star Wars III: The Clone Wars,,0,Poor
The Lion King,,0,Poor
SpongeBob SquarePants: SuperSponge,Sports,102,Poor
The Getaway: Black Monday,Hay Day,105,Poor
Midnight Club II,,0,Poor
Far Cry 5,Far Cry 5,199,Poor
50 Cent: Bulletproof,,0,Poor
State of Emergency,STAY,70,Fair
Star Wars: Starfighter,Strafe,89,Good
2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,Reventure,129,Poor
UFC 2009 Undisputed,Undisputed,203,Poor
Dragon's Dogma,,0,Poor
The SpongeBob SquarePants Movie,Sports,94,Good
Sonic the Hedgehog 3,Sonic the Hedgehog,379,Poor
Def Jam: Fight for NY,Agony,72,Fair
Tom Clancy's Ghost Recon,,0,Poor
WWF Attitude,,0,Poor
High School Musical: Sing It!,Music,103,Poor
The Urbz: Sims in the City,SMITE,85,Good
Just Cause 2,,0,Poor
For Honor,For Honor,195,Poor
Madden NFL 2000,Madden NFL 20,279,Poor
Pro Evolution Soccer,,0,Poor
2 Games in 1: Disney Princess & The Lion King,,0,Poor
Star Wars Battlefront,Star Wars Battlefront,439,Poor
Dance Dance Revolution X,DEVOTION,143,Poor
FIFA Soccer 08,,0,Poor
Star Wars Episode I: The Phantom Menace,Steep,86,Good
NBA 2K15,NBA 2K15,175,Poor
NBA 2K19,NBA 2K19,175,Poor
Mortal Kombat X,Mortal Kombat X,339,Poor
Shadow of the Tomb Raider,Shadow of the Tomb Raider,527,Poor
Crash Bandicoot: The Huge Adventure,Crash Bandicoot,315,Poor
Twisted Metal III,,0,Poor
Harry Potter and the Sorcerer's Stone,Hades,82,Fair
SSX Tricky,,0,Poor
Dishonored,Dishonored,211,Poor
Call of Duty: World at War Final Fronts,Call of Duty,259,Poor
Injustice 2,Injustice 2,235,Poor
Hot Shots Golf Fore!,,0,Poor
Game Party 3,,0,Poor
Deal or No Deal,,0,Poor
Madden NFL 2005,Madden NFL 20,279,Poor
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,Grand Theft Auto: Vice City,539,Poor
Titanfall 2,Titanfall 2,235,Poor
Tetris Worlds,Tetris,131,Poor
Need for Speed Underground,Need for Speed,299,Poor
The Beatles: Rock Band,,0,Poor
Portal 2,Portal 2,175,Poor
Toy Story 2: Buzz Lightyear to the Rescue!,Slither,122,Poor
Imagine: Teacher,,0,Poor
Call of Duty: Modern Warfare 3,Call of Duty: Modern Warfare 3,611,Poor
Call of Duty Black Ops: Declassified,Call of Duty: Black Ops,467,Poor
Super Puyo Puyo,,0,Poor
FIFA Soccer 10,,0,Poor
Cabela's Big Game Hunter 2010,,0,Poor
Ben 10: Protector of Earth,ReCore,95,Excellent
Hitman: Absolution,Hitman: Absolution,355,Poor
NCAA Football 07,,0,Poor
The Sims 3: Late Night Expansion Pack,The Isle,144,Poor
Cooking Mama 3: Shop & Chop,,0,Poor
Tomodachi Collection: New Life,,0,Poor
SOCOM 3: U.S. Navy SEALs,,0,Poor
Harry Potter and the Sorcerer's Stone,Hades,82,Fair
LEGO Batman 2: DC Super Heroes,,0,Poor
Saints Row IV,Saints Row,215,Poor
Jampack Winter '99,,0,Poor
WCW vs. nWo: World Tour,,0,Poor
Dragon Ball Z: The Legacy of Goku,Dragon Ball,235,Poor
Need for Speed: Undercover,Need for Speed,299,Poor
Star Wars Battlefront: Renegade Squadron,Star Wars Battlefront,439,Poor
Time Crisis,,0,Poor
World Championship Poker: Featuring Howard Lederer - All In,Returnal,116,Poor
Far Cry 4,Far Cry 4,199,Poor
The Sims: Superstar,Smuta,74,Fair
Saints Row 2,Saints Row,215,Poor
Dragon Age: Origins,Dragon Age: Origins,379,Poor
SpongeBob SquarePants: Battle for Bikini Bottom,Spongebob Squarepants: Battle For Bikini Bottom,951,Poor
NCAA Football 2004,,0,Poor
Tony Hawk's Pro Skater 3,Tony Hawk's Pro Skater,443,Poor
Star Wars Battlefront II,Star Wars Battlefront II,483,Poor
PGR: Project Gotham Racing 2,,0,Poor
"Monsters, Inc.",,0,Poor
Spy Hunter,,0,Poor
Destiny,Destiny,151,Poor
SSX 3,,0,Poor
Madden NFL 2001,Madden NFL 20,279,Poor
Fight Night Round 3,,0,Poor
Disney Infinity,,0,Poor
Shaun White Snowboarding: Road Trip,,0,Poor
SSX,,0,Poor
NBA 2K15,NBA 2K15,175,Poor
NBA Ballers,,0,Poor
NBA Live 2003,Live,83,Fair
Need for Speed Carbon,Need for Speed,299,Poor
MySims,,0,Poor
Star Wars The Clone Wars: Lightsaber Duels,Stoneshard,151,Poor
Ms. Pac-Man,,0,Poor
Prince of Persia: Warrior Within,Carrion,101,Poor
NBA Live 06 (All region sales),Live,83,Fair
Watch Dogs,,0,Poor
Tiger Woods PGA Tour 2003,,0,Poor
Tom Clancy's Rainbow Six,Casino,87,Good
Army of Two,,0,Poor
Persona 5,Persona 5,195,Poor
Dig Dug,,0,Poor
Tiger Woods PGA Tour 2004,,0,Poor
Ape Escape,Ape Escape,215,Poor
ESPN NFL 2K5,,0,Poor
Max Payne 3,Max Payne 3,239,Poor
Uncharted: Golden Abyss,Neon Abyss,167,Poor
The Order: 1886,,0,Poor
NCAA Football 2005,,0,Poor
Sled Storm,,0,Poor
Call of Duty: Black Ops,Call of Duty: Black Ops,467,Poor
Tony Hawk's American Wasteland (Old all region sales),Thetan Arena,180,Poor
Rock Band,,0,Poor
Kinectimals,,0,Poor
Buzz! The Music Quiz,Music,103,Poor
NFL Street 2,,0,Poor
SpongeBob's Atlantis SquarePantis,Atlas,99,Excellent
Tom Clancy's Ghost Recon Wildlands,Tom Clancy's Ghost Recon: Wildlands,687,Poor
Wolfenstein: The New Order,Wolfenstein: The New Order,523,Poor
Midnight Club 3: DUB Edition (America/Others Sales),Chess,76,Fair
Madden NFL 15,,0,Poor
Rage,,0,Poor
River Raid,,0,Poor
Just Cause 2,,0,Poor
Mario Bros.,,0,Poor
Pro Evolution Soccer 2008,,0,Poor
Soul Blade,,0,Poor
NASCAR 2000,,0,Poor
LEGO Harry Potter: Years 1-4,,0,Poor
Far Cry 2,,0,Poor
Sonic Generations,,0,Poor
ESPN NBA 2K5,,0,Poor
FIFA 16,FIFA 16,155,Poor
Batman: Arkham Knight,,0,Poor
Dance Dance Revolution: Hottest Party 2,DEVOTION,143,Poor
Spyro 2: Season of Flame,,0,Poor
Jampack Summer 2K,,0,Poor
Devil May Cry 4,Devil May Cry,279,Poor
High School Musical 3: Senior Year,Music,103,Poor
Moshi Monsters: Moshling Zoo,,0,Poor
NCAA Football 2002,,0,Poor
LEGO Pirates of the Caribbean: The Video Game,Last Tide,139,Poor
Pro Evolution Soccer 2010,,0,Poor
Conflict: Desert Storm,,0,Poor
Guitar Hero: On Tour Decades,Hades,81,Fair
Carnival Games: Mini Golf,Casino,94,Good
Twisted Metal,,0,Poor
Mortal Kombat,,0,Poor
Smuggler's Run,M.U.G.E.N,74,Fair
Hannah Montana: Music Jam,Music,103,Poor
MySims Kingdom,,0,Poor
Mafia II,Mafia II,155,Poor
Fight Night Round 3,,0,Poor
Battlefield V,Battlefield V,275,Poor
007: The World is Not Enough,,0,Poor
Dishonored,Dishonored,211,Poor
Tom Clancy's Rainbow Six 3,Casino,87,Good
Guitar Hero 5,,0,Poor
BioShock 2,BioShock,171,Poor
Stuntman,,0,Poor
Spider-Man 2: Enter: Electro,Retro,85,Good
Need for Speed: Most Wanted (2012),Need for Speed,299,Poor
Die Hard Trilogy,,0,Poor
NBA 2K14,,0,Poor
Dark Cloud,,0,Poor
Go Vacation,,0,Poor
MVP Baseball 2005,,0,Poor
Mortal Kombat 3,,0,Poor
Tiger Woods 99 PGA Tour Golf,,0,Poor
Disney Infinity,,0,Poor
NFL GameDay 99,,0,Poor
Pro Evolution Soccer 2013,,0,Poor
MySims Kingdom,,0,Poor
Super Monkey Ball 2,Super Monkey Ball,359,Poor
Knockout Kings,,0,Poor
Fight Night Round 4,,0,Poor
Sonic Rivals 2,,0,Poor
NASCAR 98,,0,Poor
Forza Motorsport 7,Forza Motorsport 7,379,Poor
NASCAR 99,,0,Poor
Disney Fairies: Tinker Bell,,0,Poor
Xevious,,0,Poor
Dead Space 2,Dead Space 2,259,Poor
The Simpsons Skateboarding,The Simpsons,255,Poor
NBA Live 2000,Live,83,Fair
The Simpsons Game,The Simpsons,255,Poor
The Simpsons Game,The Simpsons,255,Poor
Call of Duty 3,Call of Duty,259,Poor
Call of Duty: Modern Warfare: Reflex Edition,Call Of Duty: Modern Warfare,567,Poor
Madden NFL 19,Madden NFL 19,279,Poor
Star Wars: The Force Unleashed II,Strafe,98,Excellent
Pac-Man World 2,,0,Poor
NBA Live 98,Live,83,Fair
Call of Duty: Black Ops II,Call of Duty: Black Ops II,511,Poor
Tomb Raider: Definitive Edition,,0,Poor
Simpsons Wrestling,Wrestling,183,Poor
Monopoly,Monopoly,171,Poor
Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,Intruder,94,Good
Rock Band 2,,0,Poor
Pac-Man World,,0,Poor
Tokyo Xtreme Racer Zero,TERA,73,Fair
Madden NFL 2001,Madden NFL 20,279,Poor
Football Manager 2012,,0,Poor
WWF No Mercy,,0,Poor
SoulCalibur II,,0,Poor
Red Faction II,,0,Poor
Rayman Legends,Rayman Legends,295,Poor
NFL Blitz,,0,Poor
Metal Gear Rising: Revengeance,GRIS,80,Fair
Dead Rising 2,Dead Rising 2,279,Poor
Mafia II,Mafia II,155,Poor
Mass Effect: Andromeda,Mass Effect: Andromeda,439,Poor
Madden NFL 09,,0,Poor
Madden NFL 15,,0,Poor
Medal of Honor: Frontline,,0,Poor
Buzz! The BIG Quiz,,0,Poor
Assassin's Creed III: Liberation,,0,Poor
LEGO Battles: Ninjago,,0,Poor
Bratz: Forever Diamondz,,0,Poor
Drawn To Life: SpongeBob SquarePants Edition,Sports,94,Good
Major League Baseball 2K5,RAGE 2,89,Good
LEGO Star Wars III: The Clone Wars,,0,Poor
Fight Night 2004,,0,Poor
Disney Sing It: Pop Hits,,0,Poor
007: Quantum of Solace,,0,Poor
Tom Clancy's Splinter Cell: Pandora Tomorrow,Casino,82,Fair
Sonic's Ultimate Genesis Collection,SOMA,75,Fair
Tom Clancy's Ghost Recon: Future Soldier,ASTRONEER,125,Poor
Dying Light,Dying Light,235,Poor
Fight Night Round 3,,0,Poor
Disney Princess,,0,Poor
Minecraft,Minecraft,191,Poor
Super Scribblenauts,,0,Poor
Imagine: Master Chef,Maneater,129,Poor
Midway Arcade Treasures,Icarus,71,Fair
WCW vs the World,,0,Poor
Wall-E,,0,Poor
The SpongeBob SquarePants Movie,Sports,94,Good
Mortal Kombat 4,,0,Poor
Battlefield: Bad Company,,0,Poor
Mass Effect 3,Mass Effect 3,279,Poor
Triple Play 99,,0,Poor
The Sims 3,,0,Poor
Forza Horizon 2,,0,Poor
Mass Effect 2,Mass Effect 2,279,Poor
Homefront,,0,Poor
Super Monkey Ball,Super Monkey Ball,359,Poor
Donkey Kong,,0,Poor
Tony Hawk's American Wasteland (Weekly american sales),Tarisland,151,Poor
Red Dead Revolver,Evolve,115,Poor
Doom (2016),DOOM,91,Good
Game de Hakken!! Tamagotchi 2,,0,Poor
The House of the Dead 2 & 3 Return,,0,Poor
Sonic & SEGA All-Stars Racing,iRacing,117,Poor
Tamagotchi,,0,Poor
Dragon Ball Z,Dragon Ball,235,Poor
Sega Genesis Collection,,0,Poor
Namco Museum 64,,0,Poor
Sonic Rivals,,0,Poor
Disney Princess: Magical Jewels,,0,Poor
My Word Coach,,0,Poor
Star Wars: The Force Unleashed II,Strafe,98,Excellent
Tiger Woods PGA Tour 2005,,0,Poor
BioShock,BioShock,171,Poor
Assassin's Creed Syndicate,,0,Poor
NCAA Football 2003,,0,Poor
SingStar Pop,,0,Poor
Kinect Joy Ride,,0,Poor
South Park: The Fractured But Whole,South Park: The Fractured But Whole,711,Poor
Triple Play 2000,,0,Poor
Hasbro Family Game Night,,0,Poor
Dead Space 2,Dead Space 2,259,Poor
WWE SmackDown vs Raw 2008,,0,Poor
Classic NES Series: Super Mario Bros.,Super Mario Bros.,331,Poor
Frogger 2: Swampy's Revenge,Waven,81,Fair
Smarty Pants,,0,Poor
Injustice: Gods Among Us,Among Us,167,Poor
Tiger Woods PGA Tour 09 All-Play,,0,Poor
LEGO Batman 2: DC Super Heroes,,0,Poor
NBA Live 06 (Weekly american sales),Arcane,95,Excellent
UFC Undisputed 2010,Undisputed,203,Poor
Medal of Honor: Warfighter,Forager,96,Excellent
Middle-Earth: Shadow of Mordor,Middle-earth: Shadow of Mordor,606,Poor
R.B.I. Baseball 2,,0,Poor
NFL Street,,0,Poor
Rayman Raving Rabbids,Rayman,131,Poor
Cabela's Big Game Hunter,,0,Poor
LEGO Star Wars II: The Original Trilogy,,0,Poor
LEGO Indiana Jones 2: The Adventure Continues,Hades,72,Fair
LEGO Star Wars: The Video Game,,0,Poor
Hello Kitty Party,,0,Poor
NASCAR 2005: Chase for the Cup,,0,Poor
Twisted Metal: Black,,0,Poor
The Lion King,,0,Poor
Knockout Kings 2000,,0,Poor
2Xtreme,,0,Poor
Need for Speed: Undercover,Need for Speed,299,Poor
Sonic Advance 3,Sonic Advance 3,319,Poor
Spider-Man: The Movie,Anthem,115,Poor
Colin McRae Rally 3,,0,Poor
Anno 2070,,0,Poor
Fight Night Round 4,,0,Poor
Dead Space,Dead Space,215,Poor
Hannah Montana: Spotlight World Tour,HANS,80,Fair
Assassin's Creed Odyssey,Assassin's Creed: Odyssey,479,Poor
Battlefield 4,Battlefield 4,275,Poor
Teenage Mutant Ninja Turtles III: The Manhattan Project,Anthem,99,Excellent
Toy Story 3: The Video Game,,0,Poor
Street Fighter V,Street Fighter V,339,Poor
Sonic Generations,,0,Poor
NBA Jam,,0,Poor
Madden NFL 2002,Madden NFL 20,279,Poor
The Sims 4,The Sims 4,219,Poor
Bakugan: Battle Brawlers,,0,Poor
Rocket League,Rocket League,275,Poor
The Sims 2,,0,Poor
Deus Ex: Human Revolution,Deus Ex,155,Poor
The Elder Scrolls Online: Tamriel Unlimited,The Elder Scrolls Online,503,Poor
Duke Nukem: Time to Kill,,0,Poor
Titanfall,,0,Poor
Dave Mirra Freestyle BMX 2,ELEX II,99,Excellent
True Crime: Streets of LA,RiME,75,Fair
LittleBigPlanet PS Vita,,0,Poor
Far Cry 2,,0,Poor
Deus Ex: Human Revolution,Deus Ex,155,Poor
Dead Rising 2,Dead Rising 2,279,Poor
LEGO Harry Potter: Years 1-4,,0,Poor
Ridge Racer 7,,0,Poor
Call of Duty: Black Ops,Call of Duty: Black Ops,467,Poor
Crysis 2,,0,Poor
Need for Speed: The Run,Need for Speed,299,Poor
NBA 2K15,NBA 2K15,175,Poor
Titanfall 2,Titanfall 2,235,Poor
Star Wars Knights of the Old Republic II: The Sith Lords,Star Wars: Knights of the Old Republic,775,Poor
A Collection of Activision Classic Games for the Atari 2600,Aion Classic,234,Poor
LEGO Indiana Jones: The Original Adventures,L.A. Noire,111,Poor
Metroid: Other M,,0,Poor
Skylanders SWAP Force,Ylands,112,Poor
Crash Bandicoot 2: N-Tranced,Crash Bandicoot,315,Poor
FIFA 17,FIFA 17,155,Poor
GoldenEye 007,,0,Poor
Marvel vs. Capcom 3: Fate of Two Worlds,,0,Poor
Tom Clancy's Ghost Recon 2,,0,Poor
Wolfenstein II: The New Colossus,Wolfenstein II: The New Colossus,627,Poor
Centipede,,0,Poor
Gradius,GRIS,74,Fair
Dead to Rights,,0,Poor
Hasbro Family Game Night 2,RAGE 2,87,Good
SingStar Abba,,0,Poor
Gardening Mama,,0,Poor
Watch Dogs 2,Watch Dogs 2,259,Poor
WWE '13,,0,Poor
Madden NFL 98,,0,Poor
FIFA Soccer 08,,0,Poor
Disney Princess: Enchanted Journey,SYNCED,78,Fair
FIFA Soccer 09,,0,Poor
Dance Dance Revolution (Japan),DEVOTION,143,Poor
FIFA Soccer 08,,0,Poor
The Simpsons: Hit & Run,The Simpsons: Hit & Run,470,Poor
Burnout Paradise,,0,Poor
SingStar Party,Stray,74,Fair
Battlefield: Bad Company,,0,Poor
F1 2010,,0,Poor
Max Payne 2: The Fall of Max Payne,Anthem,96,Excellent
Donkey Kong Jungle Beat,,0,Poor
Mortal Kombat 3,,0,Poor
MVP Baseball 2004,,0,Poor
The ICO & Shadow of the Colossus Collection,Shadow of the Colossus,455,Poor
Doom 3,DOOM 3,135,Poor
Test Drive,,0,Poor
Need for Speed Carbon,Need for Speed,299,Poor
Command & Conquer: Red Alert 2,Concord,125,Poor
Tom Clancy's Rainbow Six: Vegas 2,Casino,87,Good
Devil May Cry 4,Devil May Cry,279,Poor
WWE SmackDown vs Raw 2008,,0,Poor
WWF War Zone,,0,Poor
Saints Row IV,Saints Row,215,Poor
Alan Wake,,0,Poor
Crysis 2,,0,Poor
Ratchet & Clank: Up Your Arsenal (Weekly american sales),Ratchet & Clank,322,Poor
The Sims: Bustin' Out,,0,Poor
Corvette,,0,Poor
Grand Theft Auto: Chinatown Wars,,0,Poor
Triple Play 2001,,0,Poor
WWE 2K18,WWE 2K18,175,Poor
Spider-Man: The Movie,Anthem,115,Poor
Tony Hawk's Pro Skater,Tony Hawk's Pro Skater,443,Poor
Skylanders Giants,Ylands,106,Poor
Fallout 76,Fallout 76,215,Poor
TOCA 2 Touring Car Championship,Carrion,96,Excellent
Rage,,0,Poor
MAG: Massive Action Game,Aion,74,Fair
The LEGO Movie Videogame,,0,Poor
Madden NFL 97,,0,Poor
NFL 2K3,,0,Poor
UFC Undisputed 2010,Undisputed,203,Poor
Need for Speed Underground Rivals,Need for Speed,299,Poor
Fighting Force,,0,Poor
Petz Wild Animals: Dolphinz,,0,Poor
Pitfall II: Lost Caverns,,0,Poor
Turok: Evolution,,0,Poor
TNN Motor Sports Hardcore 4x4,Sports,123,Poor
Lego Star Wars: The Force Awakens,LEGO Star Wars: The Force Awakens,671,Poor
Madagascar,,0,Poor
The Beatles: Rock Band,,0,Poor
[Prototype],,0,Poor
FIFA 14,,0,Poor
LEGO Batman: The Videogame,Anthem,100,Excellent
Rugrats Studio Tour,Rust,86,Good
IHRA Drag Racing 2,iRacing,143,Poor
Burnout 3: Takedown,,0,Poor
EA Sports UFC 2,EA Sports UFC 2,323,Poor
Assassin's Creed: Rogue,,0,Poor
LEGO Batman: The Videogame,Anthem,100,Excellent
NBA Live 07,Live,83,Fair
Digimon World,,0,Poor
SingStar '80s,,0,Poor
Test Drive 5,,0,Poor
Yu-Gi-Oh! The Sacred Cards,,0,Poor
Gold's Gym: Cardio Workout,,0,Poor
Transformers,,0,Poor
High School Musical 3: Senior Year DANCE!,Music,103,Poor
Dark Souls II,Dark Souls II,259,Poor
LEGO Battles,,0,Poor
Mega Man Battle Network 3 Blue / White Version,Mega Man Battle Network,483,Poor
Pirates of the Caribbean: The Curse of the Black Pearl,Fate Seeker,135,Poor
Deal or No Deal,,0,Poor
The Last Guardian,The Last Guardian,359,Poor
EA Playground,Agrou,87,Good
Watch Dogs,,0,Poor
WWE 2K16,WWE 2K16,175,Poor
Midnight Club 3: DUB Edition (America weekly sales),Tetris,72,Fair
Champions of Norrath,,0,Poor
Army Men 3D,,0,Poor
Manhunt,,0,Poor
Injustice: Gods Among Us,Among Us,167,Poor
Twisted Metal 4,,0,Poor
Need for Speed Carbon,Need for Speed,299,Poor
Imagine: Wedding Designer,,0,Poor
Borderlands: The Handsome Collection,Borderlands: The Handsome Collection,723,Poor
Project CARS,,0,Poor
.hack//Infection Part 1,,0,Poor
Guitar Hero: Aerosmith,,0,Poor
Atlantis,Atlas,101,Poor
LEGO Batman: The Videogame,Anthem,100,Excellent
Need for Speed Rivals,Need for Speed,299,Poor
NBA 2K9,,0,Poor
WWE '13,,0,Poor
Destiny: The Taken King,Destiny,151,Poor
Tony Hawk's Underground,HAWKED,98,Excellent
Jillian Michaels' Fitness Ultimatum 2009,Mafia II,106,Poor
EA Sports Active 2,Sports,123,Poor
Jet Li: Rise to Honor,,0,Poor
WWE '12,,0,Poor
Castlevania: Symphony of the Night,Castlevania: Symphony of the Night,687,Poor
The Sims 2: Nightlife,The Isle,131,Poor
Battle Arena Toshinden,Ashen,79,Fair
Road Rash,,0,Poor
SOCOM: U.S. Navy SEALs Confrontation,Scorn,82,Fair
Brian Lara Cricket,Cricket,143,Poor
Rockstar Games presents Table Tennis,,0,Poor
Kung Fu Panda,,0,Poor
LEGO Harry Potter: Years 5-7,Gears 5,116,Poor
Assassin's Creed: Bloodlines,,0,Poor
Football Manager 2011,,0,Poor
Wheel of Fortune,,0,Poor
Tomb Raider: Underworld,,0,Poor
Far Cry 4,Far Cry 4,199,Poor
Devil Dice,,0,Poor
Gegege no Kitarou 2: Youkai Gundan no Chousen,Noita,94,Good
RollerCoaster Tycoon 2,RollerCoaster Tycoon 2,459,Poor
Star Wars: The Force Unleashed,Strafe,98,Excellent
Road Rash 3D,,0,Poor
Lara Croft Tomb Raider: The Angel of Darkness,ArcheAge,121,Poor
NBA Live 2001,Live,83,Fair
Cars 2,,0,Poor
Black,,0,Poor
Tom Clancy's Splinter Cell: Pandora Tomorrow,Casino,82,Fair
Tom Clancy's Rainbow Six: Vegas,Casino,87,Good
Winter Sports: The Ultimate Challenge,Sports,123,Poor
Need for Speed: Most Wanted,Need for Speed,299,Poor
Ratatouille,,0,Poor
Reel Fishing,,0,Poor
Dragon Ball: Daimaou Fukkatsu,Dragon Ball,235,Poor
Combat,,0,Poor
FIFA Street (2012),FIFA 20,145,Poor
Star Wars Episode III: Revenge of the Sith,Sports,90,Good
Need for Speed Carbon,Need for Speed,299,Poor
Transformers: Autobots / Decepticons,Forts,77,Fair
Ridge Racer V,,0,Poor
Oddworld: Abe's Oddysee,Owlboy,92,Good
WWE SmackDown vs. Raw 2009,,0,Poor
Battlefield: Hardline,Battlefield Hardline,415,Poor
LEGO The Lord of the Rings,LEGO The Lord of the Rings,551,Poor
[Prototype],,0,Poor
Baldur's Gate: Dark Alliance,,0,Poor
2010 FIFA World Cup South Africa,,0,Poor
Ben 10: Protector of Earth,ReCore,95,Excellent
Guitar Hero: Aerosmith,,0,Poor
Driv3r,,0,Poor
Crash Bandicoot: The Wrath of Cortex,Crash Bandicoot,315,Poor
Frogger: The Great Quest,The Guest,174,Poor
Donkey Kong Country 2,Donkey Kong Country,399,Poor
Castlevania,Castlevania,231,Poor
Spongebob Squarepants: Battle for Bikini Bottom,Spongebob Squarepants: Battle For Bikini Bottom,951,Poor
LEGO Batman 2: DC Super Heroes,,0,Poor
Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,Stranded Deep,171,Poor
Vigilante 8,,0,Poor
SimCity 2000,,0,Poor
WWE 2K17,WWE 2K17,175,Poor
WCW Mayhem,,0,Poor
Star Wars Battlefront II,Star Wars Battlefront II,483,Poor
NBA Live 99,Live,83,Fair
NASCAR Thunder 2003,,0,Poor
NBA 2K2,,0,Poor
Parfait: Chocolat Second Style,Atlas,73,Fair
Intelligent Qube,,0,Poor
Pac-Man,,0,Poor
Max Payne,,0,Poor
Cars,,0,Poor
Test Drive 4,,0,Poor
The Sims 2: Castaway,,0,Poor
Cars,,0,Poor
Just Dance 4,,0,Poor
Call of Duty: Finest Hour,Call of Duty,259,Poor
Sly Cooper and the Thievius Raccoonus,Sly Cooper and the Thievius Raccoonus,771,Poor
Fuzion Frenzy,,0,Poor
FIFA 07 Soccer,,0,Poor
Need for Speed Underground,Need for Speed,299,Poor
Bayonetta,Bayonetta,191,Poor
Shrek / Shrek 2 2-in-1 Gameboy Advance Video,SYNCED,74,Fair
FIFA Soccer 11,,0,Poor
Medal of Honor: Airborne,,0,Poor
Guitar Hero Live,Live,83,Fair
Star Wars Episode 1: Jedi Power Battles,Steep,85,Good
NFL 2K,,0,Poor
The Lord of the Rings: The Fellowship of the Ring,Elden Ring,136,Poor
F1 2011,,0,Poor
ATV Offroad Fury 3,,0,Poor
Ganbare Goemon! Karakuri Douchuu,Agar.io,79,Fair
Metal Gear Solid V: Ground Zeroes,Metal Gear Solid,339,Poor
Dragon Ball Z: La Legende Saien,Dragon Ball,235,Poor
TwinBee,,0,Poor
Enter the Matrix,,0,Poor
NHL 2002,NHL 20,135,Poor
WWE 2K14,,0,Poor
Mad Max (2013),Mad Max,155,Poor
Shadow of the Colossus,Shadow of the Colossus,463,Poor
World Soccer Winning Eleven 9 (JP & Others sales),,0,Poor
Minecraft: Story Mode,Minecraft,191,Poor
Mario & Sonic at the London 2012 Olympic Games,Miitopia,110,Poor
SpongeBob SquarePants: Revenge of the Flying Dutchman,Get Even,119,Poor
Disney Sing It,,0,Poor
The Simpsons: Road Rage,The Simpsons,255,Poor
WWE SmackDown vs Raw 2008,,0,Poor
Pro Evolution Soccer 2008,,0,Poor
LEGO Indiana Jones 2: The Adventure Continues,Hades,72,Fair
Nuclear Strike,,0,Poor
Spider-Man: The Movie,Anthem,115,Poor
Hitman 2: Silent Assassin,HITMAN 2,175,Poor
Scarface: The World is Yours,Scarface: The World Is Yours,567,Poor
Metal Gear Solid: Portable Ops,Metal Gear Solid,339,Poor
LEGO Star Wars III: The Clone Wars,,0,Poor
WWE '12,,0,Poor
Resident Evil: Operation Raccoon City,Resident Evil,275,Poor
Inazuma Eleven 2: Kyoui no Shinryokusha - Fire / Blizzard,ELYON,86,Good
Metal Gear Solid VR Missions,Metal Gear Solid,339,Poor
Pole Position,,0,Poor
Medal of Honor: Warfighter,Forager,96,Excellent
Tony Hawk's Pro Skater 2,Tony Hawk's Pro Skater,443,Poor
